image1 image2 similar elapsed
/Users/shardulsrivastava/Desktop/Shardul/Learning/RaspberryPI/image-diff/dp.png /Users/shardulsrivastava/Desktop/Shardul/Learning/RaspberryPI/image-diff/dp.png 0.0 0.04
